best_so_far,mean_R,method,round,seed
1.0,0.29867073331871824,pex,19,6
1.0,0.0294220615022338,adalead,0,6
1.0,0.4976413841876801,adalead,1,6
1.0,0.8602274123538842,adalead,2,6
1.0,0.8732807192894282,adalead,3,6
1.0,0.8334102368857417,adalead,4,6
1.0,0.8451211335146692,adalead,5,6
1.0,0.8639655746138513,adalead,6,6
1.0,0.8999382547180771,adalead,7,6
1.0,0.9064098061941119,adalead,8,6
1.0,0.8798908580673784,adalead,9,6
1.0,0.8989575486063061,adalead,10,6
1.0,0.8766167202136992,adalead,11,6
1.0,0.8635017077324113,adalead,12,6
