K,seed,round,best,rho,rho_star,L_hat,L_analytic,cos_T1
1,4,15,0.8430372680482048,0.700859469871609,0.5401860381867254,17.02428161071172,20.0,0.9999999403953552
1,5,0,0.5996987819466689,1.0,0.3333333333333333,40.0,20.0,0.9999999403953552
1,5,1,0.6530459206151715,0.774203158639373,0.7442868518756793,6.871360080589822,20.0,1.0
1,5,2,0.6650487518726995,0.8389784313488008,0.8423399791330679,3.743382120582597,20.0,1.0
1,5,3,0.7063372098592453,0.6921440160542333,0.7727928517219504,5.880156571629322,20.0,0.9999998807907104
1,5,4,0.7402278809071415,0.6945354653320529,0.6670675046763946,9.981973128345272,20.0,1.0
1,5,5,0.7705109153409885,0.8412816133517642,0.7129765355612633,8.051414040233134,20.0,0.9999998807907104
1,5,6,0.7705109153409885,0.724546175379384,0.7829794407719559,5.543454857871591,20.0,0.9999999403953552
1,5,7,0.7756466587267082,0.7564198593571956,0.6820638137159123,9.322769508968904,20.0,0.9999999403953552
1,5,8,0.777849717375666,0.7815806332992572,0.6691645317229963,9.888015655138,20.0,0.9999998807907104
1,5,9,0.7819840466944854,0.709702014371664,0.8627539051280241,3.1815815392133144,20.0,1.0000001192092896
1,5,10,0.7879902168888344,0.6114476137130684,0.6461965939050718,10.950333363932993,20.0,1.0
1,5,11,0.7905194995386389,0.5906738946386766,0.5719905307214018,14.965613809682727,20.0,1.0
1,5,12,0.7955176924730841,0.5207501222160545,0.6929494748729522,8.862133135560672,20.0,0.9999999403953552
1,5,13,0.7961349111778527,0.5003271274626218,0.46501840182640586,23.00905065573323,20.0,1.0000001192092896
1,5,14,0.7993484247667866,0.690483204313605,0.7094291541821666,8.191680426576351,20.0,1.0
1,5,15,0.7993484247667866,0.6288011970099483,0.451436321824367,24.30303684731216,20.0,1.0
1,6,0,0.6656665106848139,1.0,0.7554276337423654,6.475070684031784,20.0,0.9999998807907104
1,6,1,0.6656665106848139,0.8171153162876362,0.911162955080115,1.9499705167902464,20.0,1.0000001192092896
1,6,2,0.7358569832093875,0.7325656413507231,0.5219464859032917,18.318104518679867,20.0,1.0
1,6,3,0.7361984949951422,0.6385650551026061,0.8862703656039067,2.566477201764445,20.0,1.0000001192092896
1,6,4,0.7533969586479601,0.8534885929392542,0.7268542755326828,7.515831815590257,20.0,0.9999998211860657
1,6,5,0.7533969586479601,0.696875860372589,0.6417021116805995,11.167109529405426,20.0,0.9999998807907104
1,6,6,0.7620617989502958,0.5881980921199554,0.6178796481713349,12.368763171260989,20.0,1.0
1,6,7,0.7911082433999682,0.6883988776100926,0.7493025174655249,6.691489129983063,20.0,1.0
1,6,8,0.7911082433999682,0.59620028990499,0.65896798701047,10.350488027094753,20.0,0.9999999403953552
1,6,9,0.7948466113825937,1.0,0.7212595554802946,7.7292686773234935,20.0,1.0000001192092896
1,6,10,0.8187094260286978,0.5903802934718653,0.6486466097090884,10.833430254063618,20.0,0.9999999403953552
1,6,11,0.8187094260286978,0.6776804754205709,0.5130989519515045,18.978836195109402,20.0,0.9999998807907104
